,name,rating,reviews_count,description,city
1410,Buffalo Soldiers National Museum,4.7,1027,African-American military museum,Houston
1411,The Hobby Center for the Performing Arts,4.7,3346,nan,Houston
1412,Speedy's Fast Track,4.5,2338,nan,Houston
1413,House of Blues Houston,4.4,4666,nan,Houston
1414,The Original Ninfa's on Navigation,4.3,5899,nan,Houston
1415,iFLY Indoor Skydiving - Houston Memorial,4.6,1243,Parachuting and adventure,Houston
1416,Houston Center for Contemporary Craft,4.6,213,Creative exhibits in an unassuming space,Houston
1417,Bayou Place,4.4,1172,nan,Houston
1418,The Escape Game Houston (Galleria),5.0,2928,nan,Houston
1419,JPMorgan Chase Tower,4.1,487,nan,Houston
1420,Houston Marriott Medical Center/Museum District,4.4,1791,nan,Houston
1421,Graffiti Park,4.7,1021,Buildings with graffiti & street art,Houston
1422,PETE'S DUELING PIANO BAR,4.6,932,nan,Houston
1423,Houston Botanic Garden,4.3,360,Garden,Houston
1424,Levy Park,4.8,4420,Mainstay with a playground & dog park,Houston
1425,Lawndale Art Center,4.6,140,"Art, museum, installation art, and art museum",Houston
1426,Eleanor Tinsley Park,4.7,4941,Park with running trails in a green belt,Houston
1427,Cullen Sculpture Museum,4.6,464,Green space with works by master artists,Houston
1428,Lakewood Church,4.6,4163,Evangelical church with weekly services,Houston
1429,Project Row Houses,4.7,248,nan,Houston
1430,San Jacinto Battleground State Historic Site,4.7,5278,Museum & tower marking Texas history,Houston
1431,Buffalo Bayou,4.3,120,"Park, bats, river, alligators, and landscape architecture",Houston
1432,Buffalo Bayou Partnership,4.5,45,"Art, history, music, park, and monument",Houston
1433,Sheraton Houston Brookhollow Hotel,4.1,1540,nan,Houston
1434,Terry Hershey Park,4.7,3487,500-acre park with hike & bike trails,Houston
1435,Hilton Garden Inn Houston/Clear Lake NASA,4.2,451,nan,Houston
1436,Bear Creek Pioneers Park,4.6,3330,Multiuse park with wildlife & trails,Houston
1437,Japanese Garden,4.6,1599,"Lush landscaping, ponds & a teahouse",Houston
1438,14 Pews,4.7,86,nan,Houston
1439,Emancipation Park,4.6,1533,Recreation facility dedicated to freedom,Houston
1440,Hilton Houston NASA Clear Lake,4.1,2122,nan,Houston
1441,Houston Police Department Memorial,4.7,204,Park and history,Houston
1442,Congressman Bill Archer Dog Park,4.7,1214,Separate play areas for big & small dogs,Houston
1443,Millie Bush Dog Park,4.7,1077,Small & large dog areas plus 2 ponds,Houston
1444,Johnny Steele Dog Park,4.5,1033,Off leash dog park with a pond,Houston
1445,Mecom Fountain,4.5,39,nan,Houston
1446,Residence Inn by Marriott Houston Northwest/Willowbrook,4.0,401,nan,Houston
1447,AffordableTours.Com,4.8,1601,nan,Houston
1448,Independence Plaza at Space Center Houston,4.7,2033,Museum,Houston
1449,Galveston,0.0,0,"Moody Gardens, pier rides & beaches",Houston
1450,Houston Museum of African American Culture,4.4,474,Modern museum with art exhibits & films,Houston
1451,Edith L Moore Nature Sanctuary,4.7,676,Tranquil 18-acre conserved city forest,Houston
1452,Nature Discovery Center,4.7,310,Nature and park,Houston
1453,Williams Tower,4.6,275,Architecture,Houston
1454,Old MacDonald's Farm,4.3,2061,Petting zoo & other kids' activities,Houston
1455,Typhoon Texas Waterpark,4.3,4932,Sizable waterpark with serpentine slides,Houston
1456,Mercer Botanic Gardens,4.7,3398,Manicured gardens with native plants,Houston
1457,Blaffer Art Museum,4.3,155,Institute of modern & experimental art,Houston
1458,Houston City Tours,4.0,215,nan,Houston
1459,Barton Springs Municipal Pool,4.7,8130,3-acre swimming pool in Zilker Park,Austin
1460,Zilker Metropolitan Park,4.8,2516,Sprawling green space with recreation,Austin
1461,Congress Avenue Bridge,4.5,3289,Bridge known for its large bat colony,Austin
1462,Texas Capitol,4.7,3216,Home to the state legislature,Austin
1463,Blanton Museum of Art,4.6,2167,Art collection of University of Texas,Austin
1464,McKinney Falls State Park,4.6,5677,Open for day & overnight use all year,Austin
1465,Bullock Texas State History Museum,4.7,5235,Exhibits on history & culture of Texas,Austin
1466,Zilker Botanical Garden,4.6,4290,Native & exotic flowers & plants,Austin
1467,Mayfield Park and Nature Preserve,4.7,2672,Serene walking trails & roaming peacocks,Austin
1468,LBJ Presidential Library,4.7,982,Exhibits about President Johnson,Austin
1469,Lady Bird Johnson Wildflower Center,4.7,2172,Sprawling gardens & research center,Austin
1470,Lady Bird Lake,4.7,413,Serene reservoir for paddling & walks,Austin
1471,Thinkery,4.6,4168,Interactive children's museum,Austin
1472,Austin Nature & Science Center,4.6,205,Interactive natural science museum,Austin
1473,Umlauf Sculpture Garden & Museum,4.5,1030,Works of 20th-century American sculptor,Austin
1474,Barton Creek Greenbelt,4.7,4194,"Park with biking, swimming & climbing",Austin
1475,Austin Aquarium,4.2,7038,"Interactive, kid-friendly sea-life venue",Austin
1476,Mount Bonnell,4.6,1332,High lookout with scenic lake vistas,Austin
1477,Mexic-Arte Museum,4.5,854,"20th century Mexican art, photos & masks",Austin
1478,Museum of the Weird,4.2,2681,Quirky museum of the odd & paranormal,Austin
1479,Harry Ransom Center,4.7,114,Gallery of rare arts & literature,Austin
1480,Austin Duck Adventures,4.6,749,nan,Austin
1481,ACL Live & 3TEN at ACL Live,4.7,3000,nan,Austin
1482,South Congress Avenue,4.9,19,Route through bohemian neighborhood,Austin
1483,Cathedral of Junk,4.4,671,Wacky shelter created out of used junk,Austin
1484,West 6th Street,0.0,0,"Music venue, blues, nightlife, and music",Austin
1485,The Driskill Bar,4.5,945,nan,Austin
1486,Emma Long Metropolitan Park,4.6,2373,City park with picnic & swimming areas,Austin
1487,Lady Bird Lake Hike & Bike Trail,4.7,170,Park,Austin
1488,Greetings From Austin Mural,4.6,1636,Huge landmark painting for photo ops,Austin
1489,Stevie Ray Vaughan Statue,4.7,470,Tribute to legendary local guitarist,Austin
1490,The University of Texas at Austin,4.4,708,nan,Austin
1491,DKR Texas Memorial Stadium,4.7,2547,nan,Austin
1492,Texas Memorial Museum,4.5,398,Galleries explore biological diversity,Austin
1493,Circuit of the Americas,4.6,12875,State-of-the-art raceway & amphitheater,Austin
1494,Broken Spoke,4.2,1596,Iconic country music dancehall,Austin
1495,Esther's Follies,4.8,1453,nan,Austin
1496,Auditorium Shores at Town Lake Metropolitan Park,4.7,3795,City open space with grass & a dog park,Austin
1497,Pease District Park,4.7,1630,Urban park known for annual Eeyore party,Austin
1498,Double Decker Austin,4.5,101,nan,Austin
1499,South Congress,0.0,0,"Continental Club, cool shops & eateries",Austin
1500,The Domain,4.5,12167,nan,Austin
1501,Texas Military Forces Museum,4.8,1146,"History, artifacts & military vehicles",Austin
1502,The Contemporary Austin - Laguna Gloria,4.6,174,Modern space housing art exhibits,Austin
1503,Hippie Hollow Park,4.6,1263,"Adult-only, clothing-optional beach",Austin
1504,Peter Pan Mini-Golf,4.5,2167,Popular family-oriented mini-golf spot,Austin
1505,Austin Zoo,4.2,4043,350 rescued critters & scenic train tour,Austin
1506,Capital Cruises,4.6,902,nan,Austin
1507,Rainey Street,4.5,67,CBD street with historic bungalows,Austin
1508,Ann and Roy Butler Hike and Bike Trail,4.9,19,Exercise trail along Lady Bird Lake,Austin
1509,Inner Space Cavern,4.7,4880,Guided tours of an expansive cave,Austin
1510,"Austin Central Library, Austin Public Library",4.7,833,nan,Austin
1511,The District at SoCo,4.5,30,nan,Austin
1512,YourBikerGang.com,4.9,281,nan,Austin
1513,Uncommon Objects,4.4,1451,nan,Austin
1514,Lone Star Riverboat,4.5,660,nan,Austin
1515,Deep Eddy Municipal Pool,4.5,644,Big park with a shallow swimming pool,Austin
1516,Elisabet Ney Museum,4.7,312,Sculptures of historic figures,Austin
1517,Barton Springs,4.6,195,"Swimming, picnicking & rare wildlife",Austin
1518,Austin Visitor Center,4.4,585,nan,Austin
1519,The Continental Club,4.6,1651,nan,Austin
1520,Lake Travis,4.6,601,Reservoir used for swimming & boating,Austin
1521,Zilker Hillside Theater,4.7,449,nan,Austin
1522,The Contemporary Austin - Jones Center,4.1,465,Contemporary art space,Austin
1523,Live Love Paddle,4.8,793,nan,Austin
1524,Toy Joy,4.5,599,nan,Austin
1525,Mueller Lake Park,4.7,4929,30 acres with a lake & an amphitheater,Austin
1526,Austin Rowing Club,4.9,630,nan,Austin
1527,Austin Detours,5.0,492,nan,Austin
1528,Walnut Creek Metropolitan Park,4.7,3175,Hiking & biking trails plus a playground,Austin
1529,Bull Creek District Park,4.6,1829,Secluded green space with many trails,Austin
1530,Barton Springs Bike Rental & Tours,4.9,252,nan,Austin
1531,Red Bud Isle,4.6,1388,Lakefront off-leash dog park on 13 acres,Austin
1532,The Oasis On Lake Travis,4.2,18783,Tex-Mex dining with water views,Austin
1533,Mount Bonnell,4.7,157,nan,Austin
1534,Butler Metro Park,4.7,2447,"City views, a night-lit fountain & more",Austin
1535,Texas Capitol Visitors Center,4.6,196,nan,Austin
1536,Under30Experiences,5.0,137,nan,Austin
1537,The Pecan Street Festival,4.3,343,nan,Austin
1538,Lou Neff Point,4.8,364,"Lake, park, nature, and hiking",Austin
1539,Segway Nation Tours,4.8,115,nan,Austin
1540,360 Bridge,0.0,0,Lake,Austin
1541,Park Lane Guest House,5.0,90,nan,Austin
1542,"Gliding Revolution, Austin Segway Tours",4.7,88,nan,Austin
1543,Bike and Brew ATX - Austin Bike Tours,5.0,85,nan,Austin
1544,Auditorium Shores Dog Park,4.7,97,nan,Austin
1545,Lake Travis Zipline Adventures,4.9,4058,Spot for zipline tours with water views,Austin
1546,St. Edward's Park,4.5,976,Scenic area for nature trails & swimming,Austin
1547,AC Hotel by Marriott Austin-University,4.2,139,nan,Austin
1548,Wonderspaces Austin,4.5,1297,Art,Austin
1549,Brushy Creek Lake Park,4.7,2836,Natural 90-acre lakeside park,Austin
1550,Roy G. Guerrero Colorado River Metro Park,4.6,1262,"Play equipment, disc golf & a trail",Austin
1551,Mary Moore Searight Metropolitan Park,4.6,1243,"Destination for hiking, disc golf & BBQs",Austin
1552,iFLY Indoor Skydiving - Austin,4.7,1012,Indoor bodyflight venue powered by wind,Austin
1553,UT Tower,4.7,730,Campus landmark with panoramic views,Austin
1554,Wild Basin Wilderness Preserve,4.6,531,Educational natural site with trails,Austin
1555,Yard Dog,4.5,34,nan,Austin
1556,BikeTexas Tours,4.9,11,nan,Austin
1557,Texas Capitol Visitors Center Gift Shop,4.7,3,nan,Austin
1558,The Dallas Arboretum and Botanical Garden,4.7,19401,Lakeside botanical garden & event venue,Dallas
1559,Perot Museum of Nature and Science,4.7,15097,State-of-the-art interactive exhibits,Dallas
1560,Dallas Museum of Art,4.7,9573,"Art collection spanning 5,000 years",Dallas
1561,Klyde Warren Park,4.7,13802,Urban park with frequent special events,Dallas
1562,The Sixth Floor Museum at Dealey Plaza,4.6,8368,Exhibits at JFK assassination site,Dallas
1563,Reunion Tower,4.6,10562,Iconic observation deck with city views,Dallas
1564,The Dallas World Aquarium,4.4,21114,Exotic animals in replica habitats,Dallas
1565,Dallas Zoo,4.5,18063,"2,000 animals throughout 95 acres",Dallas
1566,Nasher Sculpture Center,4.5,1421,Museum showcasing modern sculptures,Dallas
1567,John F. Kennedy Memorial Plaza,4.5,3621,Stark monument by a prolific architect,Dallas
1568,George W. Bush Presidential Center,4.4,521,"Archives, artifacts & presidential gifts",Dallas
1569,Dealey Plaza,4.6,4486,Site of JFK's assassination,Dallas
1570,Frontiers of Flight Museum,4.7,2125,Aviation history exhibits & programs,Dallas
1571,White Rock Lake Park,4.7,3587,Outdoor recreation area around a lake,Dallas
1572,Dallas Farmers Market,4.4,6785,"Fruit, vegetable & artisanal food market",Dallas
1573,Pioneer Plaza,4.6,3591,Park with large cowboy & cattle statues,Dallas
1574,Dallas Symphony Orchestra at Meyerson Symphony Center,4.8,2590,nan,Dallas
1575,AT&T Stadium,4.7,33739,Home turf of the Dallas Cowboys,Dallas
1576,Old City Park,4.6,919,Museum bringing Texan history to life,Dallas
1577,African American Museum of Dallas,4.6,1149,Cultural center focuses on art & history,Dallas
1578,Dallas Holocaust and Human Rights Museum,4.5,1643,nan,Dallas
1579,Bishop Arts District,0.0,0,Eclectic restaurants & vintage theaters,Dallas
1580,White Rock Lake,4.7,1041,"1,015-acre city reservoir & park",Dallas
1581,Galleria Dallas,4.5,18973,nan,Dallas
1582,Texas Discovery Gardens,4.6,1437,Natural outdoor learning experiences,Dallas
1583,Medieval Times Dinner & Tournament,4.7,11011,nan,Dallas
1584,Deep Ellum,0.0,0,Live indie music & the Undermain Theatre,Dallas
1585,Arts District,0.0,0,Dallas Museum of Art & concert venues,Dallas
1586,Children's Aquarium Dallas at Fair Park,4.5,1395,Aquatic animal exhibits,Dallas
1587,Six Flags Over Texas,4.3,33081,Huge amusement park with rides & shows,Dallas
1588,Giant Eyeball,4.3,3214,Huge outdoor sculpture of an eyeball,Dallas
1589,Fair Park,4.5,14398,"Complex for sports, culture & recreation",Dallas
1590,Cedar Ridge Preserve,4.8,4349,"Bird, butterfly & mammal habitat",Dallas
1591,NorthPark Center,4.6,16076,nan,Dallas
1592,McKinney Avenue Trolley Uptown Station,4.6,189,nan,Dallas
1593,Katy Trail (Dallas),4.6,58,Urban pathway for pedestrians & cyclists,Dallas
1594,Ripley's Believe It or Not!,4.5,4063,Wax museum and museum,Dallas
1595,Fort Worth Stockyards,4.7,14595,Historic former livestock district,Dallas
1596,Food Tours Of America Dallas,5.0,142,nan,Dallas
1597,Meadows Museum,4.7,422,Works by Spanish masters on SMU campus,Dallas
1598,Pecan Lodge,4.5,6692,nan,Dallas
1599,Omni Dallas Hotel,4.5,8036,nan,Dallas
1600,Hyatt Regency Dallas,4.5,7802,nan,Dallas
1601,House of Blues Dallas,4.4,6211,nan,Dallas
1602,Crow Museum of Asian Art of The University of Texas at Dallas,4.6,636,Art museum spans the history of Asia,Dallas
1603,Thanks-Giving Square,4.6,917,Unique gathering place for all faiths,Dallas
1604,Main Street Garden Park,4.5,1995,Public green space with WiFi & a dog run,Dallas
1605,SEA LIFE Grapevine Aquarium,4.4,4440,"Aquarium, turtles, and sea turtles",Dallas
1606,Cowboys Red River,4.5,3048,nan,Dallas
1607,Trinity River Audubon Center,4.7,478,Birding sanctuary with miles of trails,Dallas
1608,Hilton Anatole,4.3,7492,nan,Dallas
1609,AT&T Discovery District,4.8,1798,"Art installations, live music & dining",Dallas
1610,Museum of Illusions,4.4,1820,Interactive art & photo opportunities,Dallas
1611,The Ann & Gabriel Barbier-Mueller Museum: The Samurai Collection,4.8,315,Free exhibit with Japanese samurai armor,Dallas
1612,Highland Park Village,4.6,1161,nan,Dallas
1613,The Hall of State,4.7,454,Art Deco celebration of Texas centenary,Dallas
1614,Southfork Ranch,4.6,678,nan,Dallas
1615,Civic Garden,4.4,981,Native garden & interactive fountain,Dallas
1616,Winspear Opera House,4.8,2558,Luxurious & chic performing arts venue,Dallas
1617,Wild Bill's Western Store,4.6,610,nan,Dallas
1618,Aloft Dallas Love Field,4.2,1287,nan,Dallas
1619,Magnolia Dallas Downtown,4.1,2129,nan,Dallas
1620,Dallas County Courthouse,4.2,31,"Museum, history, john f. kennedy, architecture, and romanesque architecture",Dallas
1621,McKinney Avenue Transit Authority,4.4,76,Vintage trolley rides passing landmarks,Dallas
1622,Lakeside Park,4.7,877,Creekfront trails & teddy bear statues,Dallas
1623,Grapevine Vintage Railroad,4.3,1167,Train rides on a 1920s-era coach,Dallas
1624,Bahama Beach Waterpark,4.4,947,"Water playground, slides & a lazy river",Dallas
1625,Reverchon Park Baseball Field,4.5,26,nan,Dallas
1626,Dog park,5.0,2,nan,Dallas
1627,Cathedral Shrine of the Virgin of Guadalupe,4.8,1812,Catholic seat of the Bishop of Dallas,Dallas
1628,Cedar Hill State Park,4.4,2902,"Birding, biking, fishing & camping",Dallas
1629,NorthBark Dog Park,4.6,1346,Large off-leash park with a lake & more,Dallas
1630,Dallas Contemporary,4.7,270,Art space with rotating exhibitions,Dallas
1631,Rory Meyers Children's Adventure Garden at the Dallas Arboretum,4.7,626,Botanical garden & science museum,Dallas
1632,Mesquite Championship Rodeo,4.5,652,nan,Dallas
1633,Trinity Forest Adventure Park,4.7,546,Zip lines & other aerial activities,Dallas
1634,Museum of Biblical Art,4.6,360,Judeo-Christian-themed works on display,Dallas
1635,Oak Cliff Nature Preserve,4.4,852,Nature retreat with hike-&-bike trails,Dallas
1636,Turtle Creek Park,4.6,762,Serene park with stately Arlington Hall,Dallas
1637,Gaylord Texan Resort & Convention Center,4.4,16351,nan,Dallas
1638,Shenaniganz Entertainment Center,4.3,3897,"Indoor activities, plus drinks & eats",Dallas
1639,Margaret Hunt Hill Bridge,4.7,117,"Santiago calatrava, architecture, and river",Dallas
1640,Jade Waters Resort Pool,4.5,526,Water park,Dallas
1641,Skyline High School,3.9,101,nan,Dallas
1642,Arbor Hills Nature Preserve,4.8,6059,Scenic area with hiking & biking trails,Dallas
1643,The Grassy Knoll,4.7,473,Infamous Kennedy assassination landmark,Dallas
1644,Addison Circle Park,4.7,2791,City park hosting various events,Dallas
1645,The Escape Game Grapevine,5.0,3574,nan,Dallas
1646,Pacific Plaza,4.6,201,Public square by a busy food court,Dallas
1647,Vitruvian Park,4.7,3336,Mixed-use residential area & green space,Dallas
1648,Epic Waters Indoor Waterpark,4.4,5869,"Pools & slides in a large, bright space",Dallas
1649,Allen Station Park,4.7,803,Park for wakeboarding & BMX racing,Dallas
1650,Lone Star Park,4.5,3233,Live horse racing track &  concert venue,Dallas
1651,Valley House Gallery Inc,4.8,66,"Sculpture, art, painting, and art museum",Dallas
