,Name,Street Address,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu,City,State
874,Filling Station,201 N Glassell St," American, Cafe, Vegetarian Friendly",4.0,295,No comments,+1 714-289-9714,https://www.tripadvisor.com//Restaurant_Review-g32825-d574248-Reviews-Filling_Station-Orange_California.html,Check The Website for a Menu,Orange, CA
875,Fin Raw Bar and Kitchen,183 Glenridge Ave," American, Seafood",4.0,153,"Oh the food is the freshest ever. Sushi bar rocks. Wait staff good looking, fun and helpful in selecting from the awesome dishes and specials. Fish tacos are superb. This is also best run location.",+1 973-744-0068,https://www.tripadvisor.com//Restaurant_Review-g46637-d2441083-Reviews-Fin_Raw_Bar_and_Kitchen-Montclair_New_Jersey.html,Check The Website for a Menu,Montclair, NJ
876,Fiore Deli of Hoboken,414 Adams St," Italian, Deli",5.0,158,"Special road trip just to eat here and they certainly lived up to all the hype. Mozzarella was none other than amazing. Guys behind the counter were fun, friendly and certainly made us feel welcome from our of town. Loved the food. Be sure to...More",+1 201-659-1655,https://www.tripadvisor.com//Restaurant_Review-g46515-d873710-Reviews-Fiore_Deli_of_Hoboken-Hoboken_New_Jersey.html,Check The Website for a Menu,Hoboken, NJ
877,Fire & Oak - Jersey City,479 Washington Blvd," American, Bar, Vegetarian Friendly",4.0,372,The Bass and Stuff Crabmeat was a winner. Sushi Appetizers were great. The overall selection represents a diverse option. A winner in JC.,+1 201-610-9610,https://www.tripadvisor.com//Restaurant_Review-g46531-d1455328-Reviews-Fire_Oak_Jersey_City-Jersey_City_New_Jersey.html,Check The Website for a Menu,Jersey City, NJ
878,Fire + Ice,321 W Katella Ave Ste 315," American, Vegetarian Friendly, Vegan Options",4.0,329,No comments,+1 714-808-9757,https://www.tripadvisor.com//Restaurant_Review-g29092-d1796272-Reviews-Fire_Ice-Anaheim_California.html,Check The Website for a Menu,Anaheim, CA
879,Fire Slice Pizzeria,"7306 SW 34th, Space 10"," Italian, Pizza, Vegetarian Friendly",4.5,155,"It’s located in a alley, which is a little bit different but I like that. Little secret pizza place that’s great for business meetings, friends, family, or just a quick bite to eat. I’m slowly getting into wine. Cody is very knowledgeable and has helped...More",+1 806-331-2232,https://www.tripadvisor.com//Restaurant_Review-g30165-d2470463-Reviews-Fire_Slice_Pizzeria-Amarillo_Texas.html,https://fireslice.com/eat,Amarillo, TX
880,Firehouse No.1,69 N San Pedro St," American, Bar",4.0,141,No comments,+1 408-287-6969,https://www.tripadvisor.com//Restaurant_Review-g33020-d1809935-Reviews-Firehouse_No_1-San_Jose_California.html,Check The Website for a Menu,San Jose, CA
881,Firenze Ristorante Italiano,15600 NE 8th St," Italian, Vegetarian Friendly, Gluten Free Options",4.5,184,"Well we had not been to Firenze for several years, reservation for 7 pm on New Year’s eve. The service was too good ( felt rushed and felt they wanted to turn the tables which I am sure they were ), food was ok. Split...More",+1 425-957-1077,https://www.tripadvisor.com//Restaurant_Review-g58349-d512438-Reviews-Firenze_Ristorante_Italiano-Bellevue_Washington.html,Check The Website for a Menu,Bellevue, WA
882,Firestone Public House,1132 16th St," American, Bar, Pub",4.0,223,No comments,+1 916-446-0888,https://www.tripadvisor.com//Restaurant_Review-g32999-d3253522-Reviews-Firestone_Public_House-Sacramento_California.html,Check The Website for a Menu,Sacramento, CA
883,Fish City Grill,1415 E Renner Rd," American, Seafood, Bar",4.0,70,"House wines $5 and some really good wine for only $6. The fried pickles are the best! Very lightly breaded, not greasy at all. I had a bowl of the crab chowder - excellent.  My husband had the stuffed flounder special, and it was gorgeous....More",+1 972-235-3474,https://www.tripadvisor.com//Restaurant_Review-g56538-d10164466-Reviews-Fish_City_Grill-Richardson_Texas.html,https://fishcitygrill.com/menu/,Richardson, TX
884,Fish City Grill - Las Colinas,7750 N MacArthur Blvd," American, Seafood, Bar",4.5,106,We are never disappointed at this particular Fish City Grill. We went for the Valentine special 3 course meal. We chose the 1/2 dozen oysters- our pick 3 each of the freshest oysters for our appetizer. Then for our entree we had the scallops and...More,+1 214-484-9437,https://www.tripadvisor.com//Restaurant_Review-g56032-d3529594-Reviews-Fish_City_Grill_Las_Colinas-Irving_Texas.html,http://fishcitygrill.com/menus/las-colinas/,Irving, TX
885,Fish N' Tails Oyster Bar,221 W Polk St Ste 101," American, Seafood, Bar",4.5,55,The food and atmosphere is wonderful. 95 cents was added to my credit card after I left. Same thing has happened to a friend twice. Beware!,+1 972-479-9944,https://www.tripadvisor.com//Restaurant_Review-g56538-d4476689-Reviews-Fish_N_Tails_Oyster_Bar-Richardson_Texas.html,Check The Website for a Menu,Richardson, TX
886,Fish Shack,700 E 15th St," American, Seafood",4.5,332,"The fried oysters are legit delicious. Son and I ate here after a wrestling tournament. He finished his entire basket, and mine. The fried shrimp and catfish are excellent too. 
Crowded parking lot, line for counter service kept a steady flow of traffic. Food was...More",469-229-0838,https://www.tripadvisor.com//Restaurant_Review-g56463-d1899595-Reviews-Fish_Shack-Plano_Texas.html,Check The Website for a Menu,Plano, TX
887,Fish Tale Brew Pub,515 Jefferson St SE," American, Bar, Pub",4.0,454,One of many breweries we like in Olympia.  A wide variety of beers and food.  We enjoyed sitting at the bar with a couple of beers after a long walk.  Service was fine.,+1 360-943-3650,https://www.tripadvisor.com//Restaurant_Review-g58653-d1625625-Reviews-Fish_Tale_Brew_Pub-Olympia_Washington.html,Check The Website for a Menu,Olympia, WA
888,Flake,513 Rose Ave," American, Cafe, Vegetarian Friendly",4.5,124,No comments,+1 310-396-2333,https://www.tripadvisor.com//Restaurant_Review-g32655-d4340723-Reviews-Flake-Los_Angeles_California.html,http://www.veniceflake.com/menu,Los Angeles, CA
889,Fleming's Prime Steakhouse & Wine Bar,1201 Lake Woodlands Dr Ste 305," American, Steakhouse, Gluten Free Options",4.5,202,"Celebrating the end of 2019.  Reserved for 2 at 4:45, yet table set for four...awkward.  Lots of young families with small children. Fun to watch!  My gorgeous smart & sweet wife had the Modern Caesar Salad that comes with two pieces of petite garlic toasts....More",+1 281-362-0103,https://www.tripadvisor.com//Restaurant_Review-g56764-d1083914-Reviews-Fleming_s_Prime_Steakhouse_Wine_Bar-The_Woodlands_Texas.html,Check The Website for a Menu,The Woodlands, TX
890,Flex Mussels,174 E 82nd St," Seafood, Gluten Free Options",4.5,339,"Get the Thai mussels, you will not be disappointed, had clam strips as an appetizer and they came out phenomenal with an excellent house tartar sauce. Had with “the one with tequila in it” for drink and was perfect citrus/spicy accent to the whole meal....More",+1 212-717-7772,https://www.tripadvisor.com//Restaurant_Review-g60763-d1238523-Reviews-Flex_Mussels-New_York_City_New_York.html,Check The Website for a Menu,New York City, NY
891,Flo Restaurant & Bar,1150 106th Ave NE," Japanese, Sushi, Asian",4.5,119,"I usually try to visit this time of year for omakaze dinner special.  This time I visited for lunch.  Excellent omakaze sashimi platter!  Maguro, tako, hotate, Atlantic and sockeye salmon/sake, hamachi, and 2 specials of the day, including shima aji.  Excellent!  Special taste of ikura...More",+1 425-453-4005,https://www.tripadvisor.com//Restaurant_Review-g58349-d433310-Reviews-Flo_Restaurant_Bar-Bellevue_Washington.html,Check The Website for a Menu,Bellevue, WA
892,Flying Saucer,111 E 3rd St," American, Bar, Pub",4.0,438,Started a late season football Saturday here. Bar staff was more than helpful with explanations and recommendations to work our way through a lengthy list of beers; the food choices for lunch were diverse and allowed two picky eaters to find something they were plenty...More,+1 817-336-7470,https://www.tripadvisor.com//Restaurant_Review-g55857-d464955-Reviews-Flying_Saucer-Fort_Worth_Texas.html,https://www.beerknurd.com/locations/fort-worth-flying-saucer#food,Fort Worth, TX
893,Flying Saucer Pizza,14712 NE 91st St," Pizza, Vegetarian Friendly",4.5,36,"This is a great pizza/calzone place with a lot of creative ingredient options. Personally not a beer fan, but a lot of other people were appreciating the beer options on tap. Jones sodas on tap too, which were great. Our family of four, with teenagers,...More",+1 425-376-2700,https://www.tripadvisor.com//Restaurant_Review-g58702-d819748-Reviews-Flying_Saucer_Pizza-Redmond_Washington.html,Check The Website for a Menu,Redmond, WA
894,Fogo de Chao Brazilian Steakhouse,440 Bellevue Way NE," Steakhouse, Brazilian, Gluten Free Options",4.5,163,"Went to dinner with my wife at the Bellevue location, but they lacked organization.  Been to the Fogo De Chao in Minneapolis and had a great experience there.  The Bellevue location needs help.  The salad bar was not organized for good flow selection, the waiter...More",+1 425-450-4004,https://www.tripadvisor.com//Restaurant_Review-g58349-d12389173-Reviews-Fogo_de_Chao_Brazilian_Steakhouse-Bellevue_Washington.html,Check The Website for a Menu,Bellevue, WA
895,Fogo de Chao Brazilian Steakhouse,377 Santana Row Ste 1090," Steakhouse, Brazilian, Latin",4.0,354,No comments,+1 408-244-7001,https://www.tripadvisor.com//Restaurant_Review-g33020-d6012787-Reviews-Fogo_de_Chao_Brazilian_Steakhouse-San_Jose_California.html,Check The Website for a Menu,San Jose, CA
896,Fogo de Chao Brazilian Steakhouse,8250 Westheimer Rd," Brazilian, Vegetarian Friendly, Gluten Free Options",4.5,1584,Driving on westheimer road. I decided to stop and sort out this place. To my utmost surprise. This is the house of meats. I love this place. Would certainly be back again with my family.,+1 713-978-6500,https://www.tripadvisor.com//Restaurant_Review-g56003-d485421-Reviews-Fogo_de_Chao_Brazilian_Steakhouse-Houston_Texas.html,Check The Website for a Menu,Houston, TX
897,Fogo de Chao Brazilian Steakhouse,1900 Hughes Landing Blvd.," Barbecue, Brazilian, Vegetarian Friendly",4.5,614,We enjoyed some great food on a family reunion and had great service! I recommend the picana and the desserts.,+1 281-298-4200,https://www.tripadvisor.com//Restaurant_Review-g56764-d8760019-Reviews-Fogo_de_Chao_Brazilian_Steakhouse-The_Woodlands_Texas.html,Check The Website for a Menu,The Woodlands, TX
898,Fogon Cocina Mexicana,600 E Pine St," Mexican, Latin, Vegetarian Friendly",4.5,168,"OK, let's get this out of the way first: I adore this place. This very well may be the best value Mexican restaurant in the Pacific Northwest. The nachos with shredded beef were so packed with deliciousness and so perfectly composed that I would not...More",+1 206-320-7777,https://www.tripadvisor.com//Restaurant_Review-g60878-d3657850-Reviews-Fogon_Cocina_Mexicana-Seattle_Washington.html,http://fogonseattle.com#wrapperfoodmenu,Seattle, WA
899,Fonda San Miguel,2330 W North Loop Blvd," Mexican, Latin, Vegetarian Friendly",4.5,732,"Fonda San Miguel certainly has the wow factor when a person steps inside the exquisitely designed restaurant. Would highly recommend having a reservation especially on the weekend. We ordered their speciality margaritas:  Numero Uno, Silver Coin (watermelon infused), and Cucurrucucu and all were unique and...More",+1 512-459-4121,https://www.tripadvisor.com//Restaurant_Review-g30196-d469570-Reviews-Fonda_San_Miguel-Austin_Texas.html,Check The Website for a Menu,Austin, TX
900,Fontainbleau Diner Restaurant,1050 Stelton Rd," American, Diner, Vegetarian Friendly",4.0,136,The Fontainbleau Diner is a great NJ diner -- with a diverse menu and breakfast all day long.  The fries and gravy were a nice addition to my veggie omelette.  The coffee was robust and not lame mud-water like some diners.  Always a good meal!,+1 732-981-0090,https://www.tripadvisor.com//Restaurant_Review-g46736-d4797052-Reviews-Fontainbleau_Diner_Restaurant-Piscataway_New_Jersey.html,Check The Website for a Menu,Piscataway, NJ
901,Fontana Famous Pizza,20002 Northern Blvd," Mediterranean, Greek",4.0,57,This was my first time there and it was recommended to me by a friend. I was amazed at how big the portions are. The food is really good. I had a chicken gyro which was so filling I could not eat dinner that night....More,+1 718-631-0147,https://www.tripadvisor.com//Restaurant_Review-g47729-d458225-Reviews-Fontana_Famous_Pizza-Flushing_Queens_New_York.html,Check The Website for a Menu,Flushing, NY
902,Foodies Brick & Mortar,308 W Kennewick Ave," American, Bar, Vegetarian Friendly",4.5,175,"Go for dessert and coffee!  However, self proclaimed “Foodies” is not a foodies’ paradise.  The meals were prepared with quality products however, the meals took over an hour to receive and were cold once we finally received the meals.

Recommendation:  Go for the BOMB DESSERTS!",+1 509-591-0424,https://www.tripadvisor.com//Restaurant_Review-g58536-d10097173-Reviews-Foodies_Brick_Mortar-Kennewick_Tri_Cities_Washington.html,Check The Website for a Menu,Kennewick, WA
903,Forge Pizza Oakland,66 Franklin St," American, Bar, Pizza",4.0,181,No comments,+1 510-268-3200,https://www.tripadvisor.com//Restaurant_Review-g32810-d3842189-Reviews-Forge_Pizza_Oakland-Oakland_California.html,Check The Website for a Menu,Oakland, CA
904,Fork in the Road,1821 S Fielder Rd," American, Vegetarian Friendly",4.5,201,"My sister and I got chicken salad to go, and fries come with it. THEY PUT THE HOT FRIES IN WITH THE COLD CHICKEN SALAD! Ruined both. Why not put the fries together and the chicken salad sandwiches together in different boxes?",+1 817-459-3675,https://www.tripadvisor.com//Restaurant_Review-g30183-d6726182-Reviews-Fork_in_the_Road-Arlington_Texas.html,Check The Website for a Menu,Arlington, TX
905,Forma,1610 Montana Ave," Italian, Mediterranean, European",4.5,215,No comments,+1 424-231-2868,https://www.tripadvisor.com//Restaurant_Review-g33052-d8497371-Reviews-Forma-Santa_Monica_California.html,http://www.formarestaurant.com/menu/,Santa Monica, CA
906,Forno Bistro,541 Broadway," American, Italian, Tuscan",4.0,522,"I got there at 5 PM on Tuesday.I sat at the bar and after awhile I ordered Mezz Otero and Roasted Apple mule. Wow, I am impressed with the food quality and the great service. I will be back. The customers were also pleasant.",518-581-2401,https://www.tripadvisor.com//Restaurant_Review-g48562-d3393504-Reviews-Forno_Bistro-Saratoga_Springs_New_York.html,Check The Website for a Menu,Saratoga Springs, NY
